ad_iD,Collector name,Shop name,Ad name,Description,Pic,Brand,Model,Price,Type/Year,Suuq,Negotiable,state,Contact
686,Faysal,134 Cunaabi Colacion,Face Cream ,Waa Cream Wajiga kuu dhalaalinaya oo aad u fiican ,https://drive.google.com/file/d/1NtgG4ntrOJjdgKhiZeM_gbnZtNCGVxRE/view?usp=drivesdk,Jergens,Waa kareem,$24,,,,Hargeisa,call-063:4267470
687,Faysal,134 Cunaabi Colacion,isku Joog dhar,waa macamuus cumaamad kabo shaadh,https://drive.google.com/file/d/1OCLfqhlZbFRm3QU7FQLB6AzZ1aAiVcWt/view?usp=drivesdk,isku joog,Macamuus kabo cumaamad Shaadh,$57,,,,Hargeisa,call-063:4267470
688,Faysal,134 Cunaabi Colacion,Boorsooyin,Waa boorsooyinkii Dumarka oo aad u qurxoon,https://drive.google.com/file/d/1O4P0eCncdGBFCsRZk70QAk0V8zOuL4ff/view?usp=drivesdk,boorso,Boorso Dumar,$34,,,,Hargeisa,call-063:4267470
689,Faysal,135 Tawakal Cosmetics,Saacado ,waa saacadihii dumarka ,https://drive.google.com/file/d/1Jw1pkRMU2nxcJJaLMhNUk44v8X-bVXgH/view?usp=drivesdk,Saacad,Saacad Dumar,$45,,,,Hargeisa,call-063:4489146
690,Faysal,135 Tawakal Cosmetics,Muraayado,Muraayadihii cadcadaa ee xaragada oo kala duwan,https://drive.google.com/file/d/1JzKl3RE3oHN096QchOfvdbys8Z2U1KXC/view?usp=drivesdk,Muraayad,Muraayado,$8,,,,Hargeisa,call-063:4489146
691,Faysal,135 Tawakal Cosmetics,Erfoono,Erfoonadii xadhiga ahaa oo nooc walba leh,https://drive.google.com/file/d/1KA70Z63vkjQXSu4X7VhChGwfOv-9UO8A/view?usp=drivesdk,Erfoon ,Erfoono Xadhig,$18,,,,Hargeisa,call-063:4489146
692,Faysal,136 Saba Style,Dharka Dhaxanta ,Dharka Dhaxanta laga xidho oo kii dumarka ah,https://drive.google.com/file/d/1IroWiU_OxqPOOc7qhKKxLWdE2U-qMWZA/view?usp=drivesdk,Dhar,Dharkii dhaxanta ee Dumarka,$20,,,,Hargeisa,call-063:4421179
693,Faysal,136 Saba Style,Goshaal Dumar,Goshaalkii Dumarka oo aad u qurux badan ,https://drive.google.com/file/d/1ItlJjz-5STP0FMm6xV1rJL2w8lBGImcD/view?usp=drivesdk,Goshaal,Goshaal Dumar,$20,,,,Hargeisa,call-063:4421179
694,Faysal,136 Saba Style,Dharka Caruurta,Waa dharkii caruurta ee Hablaha Yaryar oo aad u qurux badan ,https://drive.google.com/file/d/1IyytXizfQV4sOOOO252QEXhFWgvjBIXt/view?usp=drivesdk,Toob,Toobabkii Hablaha yaryar,$15,,,,Hargeisa,call-063:4421179
695,Faysal,137 Guuleed Electric,The Healthy Dessert maker,waa makiinad aad ku shiidan karto sharaabka ,https://drive.google.com/file/d/1MSrY2XHrnXaaWQ3PkoBq6cQZpIetQWVh/view?usp=drivesdk,Dessert Maker,Makiina sharaab,$67,,,,Hargeisa,call-063:4190384
696,Faysal,137 Guuleed Electric,Nima ,waa makiinad aad kuu shiidaysa Bunka ,https://drive.google.com/file/d/1LlAWxaLRuepsX7r0k7SMA8IPzCk826pu/view?usp=drivesdk,Nima ,Makiinad Bun,$45,,,,Hargeisa,call-063:4190384
697,Faysal,137 Guuleed Electric,Potato Chipper,Ku jarjaro baradhada ,https://drive.google.com/file/d/1LmZd_Ou0N2qUw1tn1So-OJs7z7qFklFP/view?usp=drivesdk,Potato Chipper,Baradho Jarjare,$16,,,,Hargeisa,call-063:4190384
698,Faysal,138 Kooshin Cosmetics,Washing Tool,waxa uu kuu sahlayaa in aad jidhkaaga si fudud u nadiifiso ,https://drive.google.com/file/d/1MXvO9LGv4DtXRZW3qZflHOcibUFo836V/view?usp=drivesdk,washing Tool,maydhe jidh,$3,,,,Hargeisa,call-063:4484629
699,Faysal,138 Kooshin Cosmetics,Honey Soap,waa saabuun ka samaysan malabka shinida,https://drive.google.com/file/d/1MeyXSQWcLGupOU20CSsnriN53pWOCvF2/view?usp=drivesdk,Haney soap ,saamuun,$8,,,,Hargeisa,call-063:4484629
700,Faysal,138 Kooshin Cosmetics,Cantu Cream ,Ku nafaqee Timahaaga ,https://drive.google.com/file/d/1LsJXNfOnmxr-E5KzP1BhZ74YjczMNSJH/view?usp=drivesdk,cantu cream,kareem,$14,,,,Hargeisa,call-063:4484629
701,Faysal,139 Al Furaat Electric,Auto Magnetic Mug,Waxa uu kuu walaaqayaa shaaxa ama caffeega ,https://drive.google.com/file/d/1MHCoXJbrDjjUAMTJaO25HDjU9Suw75Om/view?usp=drivesdk,Auto magnetic mug,walaaqe,$13,,,,Hargeisa,call-063:3319339
702,Faysal,139 Al Furaat Electric,Grill,Kudiirso cuntada ,https://drive.google.com/file/d/1M95RDedihGZDyt5SK4_zK--Mgm3w4-_l/view?usp=drivesdk,grill,ku layliye,$37,,,,Hargeisa,call-063:3319339
703,Faysal,139 Al Furaat Electric,Meat Grinder,waxa aad ku jarjaran kartaa Hilabka iyo Khudaarta ,https://drive.google.com/file/d/1ME-hwf2_ZTJyXx5a22Uncb80nkgcRf8Q/view?usp=drivesdk,meat grinder ,jarjare hilib iyo khudaar,$18,,,,Hargeisa,call-063:3319339
704,Faysal,140 Wadajir General,Muraayado,Muraayadihii xaragada oo kala duwan ,https://drive.google.com/file/d/1KDx-iJiK0bZZmBmmYyKra4XFc4g2WFre/view?usp=drivesdk,muraayad,muraayado xarago ,$5,,,,Hargeisa,call-063:4426737
705,Faysal,140 Wadajir General,Boorsooyin,Waa boorsooyinkii Dumarka oo aad u qurxoon,https://drive.google.com/file/d/1KTZ8NHf3BAQb8FlvzGy6R5MaO1MFmmws/view?usp=drivesdk,boorso,boorsooyin dumar,$27,,,,Hargeisa,call-063:4426737
706,Faysal,140 Wadajir General,Biin ,waa Biin ka samaysan Magacyo oo lagu Xidhanaayo Tamaha ,https://drive.google.com/file/d/1KSx9ioxUWHCISK-4OkFKEP7-Xmt_4N3u/view?usp=drivesdk,biin,biin dumar,$6,,,,Hargeisa,call-063:4426737
707,Faysal,141 Carwo AlMagan ,Surwaalo,Surwaalo dun ah oo aad kuu qanxinaya,https://drive.google.com/file/d/1Nl7t7x_4UpxAAVYn0yEBRbsiNzRpgBbh/view?usp=drivesdk,surwaal,Surwaalo dun ah,$15,,,,Hargeisa,call-063:4472257
708,Faysal,141 Carwo AlMagan ,Shaadhadh,waa shaadhadhkii Raga oo kala duwan ,https://drive.google.com/file/d/1OCXir9uyYYjN-05ptCJQAO3OLec2AacB/view?usp=drivesdk,Shaadh,Shaadhadh Rag,$13,,,,Hargeisa,call-063:4472257
709,Faysal,141 Carwo AlMagan ,garamo,Waa garamo aad u qurux badan ,https://drive.google.com/file/d/1N_yRu27dyM16Fq7GW7Yq30cZnRfW74dq/view?usp=drivesdk,Garan,Garamo gacmo gaab ah ,$10,,,,Hargeisa,call-063:4472257
710,Faysal,142 Bidhaan Cosmetics Electric ,Power Bank ,Ku dabayso Mobilkaaga ,https://drive.google.com/file/d/1MYk78tvMWrGHBGEMpCdk3So_xSOz32vy/view?usp=drivesdk,Power Bank,Jaajar gareeye,$15,,,,Hargeisa,call-063:4850119
711,Faysal,142 Bidhaan Cosmetics Electric ,Kaawiyad,Si fudud ugu Kaawiyadayso dharkaaga ,https://drive.google.com/file/d/1LkJ7BONmJ_JmpGCMqOAIEaCWty1sqa5S/view?usp=drivesdk,Kaawiyad,Kawiyad,$10,,,,Hargeisa,call-063:4850119
712,Faysal,142 Bidhaan Cosmetics Electric ,Smart Watch t55,waa saacad aad ku xidhiihin karto moobilkaaga ,https://drive.google.com/file/d/1LiwaI_SnDn1rs_Z_7Lw2l4bR1gDsVwZd/view?usp=drivesdk,Smart watch,Saacad,$19,,,,Hargeisa,call-063:4850119
713,Faysal,143 Xiin Cosmetics and Electric ,Video Making,Ku duub Muuqaalo aad u qurxoon ,https://drive.google.com/file/d/1M7bvooi8swJntDKpZjvvhD3aIwzV40JL/view?usp=drivesdk,Video Making,Ku duub wax walba ,$27,,,,Hargeisa,call-063:4342644
714,Faysal,143 Xiin Cosmetics and Electric ,Shoolad ,Waa shoolad yar oo hal dhari kuu karinaysa ,https://drive.google.com/file/d/1M_51QiPgObG8svw8AhqyyLAcihOhzQ0f/view?usp=drivesdk,Shoolad,Shoolad,$28,,,,Hargeisa,call-063:4342644
715,Faysal,143 Xiin Cosmetics and Electric ,Clear ,Waa shanpoo original ah ,https://drive.google.com/file/d/1MD3plL9I8Zx8GnphrXKFgkOFfgG0GBxF/view?usp=drivesdk,Clear,Shampoo,$6,,,,Hargeisa,call-063:4342644
716,Faysal,144 Al Rahma Cosmetics ,Pawpaw Cream,waa kiriimkii wajiga oo ka samaysan babaay,https://drive.google.com/file/d/1KYzjQgOgfRqRDneplrPiAA4-vUN2q8rf/view?usp=drivesdk,Pawpaw,Pawpaw,$5,,,,Hargeisa,call-063:4786280
717,Faysal,144 Al Rahma Cosmetics ,Cadarka Timaha ,waa cadarkii madaxa dumarku marsanaayeen ,https://drive.google.com/file/d/1KXdRzgZbKaqlbG1pKR9JXeUZqnSAxR6j/view?usp=drivesdk,cadar,Cadar madax,$4,,,,Hargeisa,call-063:4786280
718,Faysal,144 Al Rahma Cosmetics ,Parley Goldie,waa Kiriim kaa baabiinaya xaraqa wajiga ,https://drive.google.com/file/d/1KnSFnAJ8t-uOB96hM66fqf1LDHiy2M54/view?usp=drivesdk,Parley Goldie,Parley Goldio,$4,,,,Hargeisa,call-063:4786280
719,Faysal,145 Koosaar Collection,Suit,waa suurarkii raga oo aad u qurux badan,https://drive.google.com/file/d/1JIrgUW1FIVGuJBWzug3nRNx_RG7SmdXt/view?usp=drivesdk,Suit,Suit,$54,,,,Hargeisa,call-063:4418196
720,Faysal,145 Koosaar Collection,Sandalo,sandaladii raga oo aad kuu cajabinaya kuna qancinaya ,https://drive.google.com/file/d/1JKlzypy_O_hvTrRUjB058ie327JacuAw/view?usp=drivesdk,Sandal,Sandal Raga,$20,,,,Hargeisa,call-063:4418196
721,Faysal,145 Koosaar Collection,Garamo,Garamaantii raga oo gacmo gaab ah ,https://drive.google.com/file/d/1Iy9qADxvcEyp7C4ymhsf-gv_4IIXJiTD/view?usp=drivesdk,Garan,Garan gacmo Gaab,$11,,,,Hargeisa,call-063:4418196
722,Faysal,146 Ansaari Online,Mashiinka Cake,waa Mashiinka keega lagu walaaqo oo aad kuu caawinaya ,https://drive.google.com/file/d/1JA9ya79sWC5erJqLGmjKCiR5l_vS8mqa/view?usp=drivesdk,Mashiin ,Mashiin Cake,$35,,,,Hargeisa,call-063:7352173
723,Faysal,146 Ansaari Online,Electric Falas,waa falaastii Shaaxa oo kagu karsanaayey,https://drive.google.com/file/d/1JMqEb8lpa5-4YaHjMZsEOxXL-q4qdxt2/view?usp=drivesdk,Falaas,Falaas Shaah,$11,,,,Hargeisa,call-063:7352173
724,Faysal,146 Ansaari Online,Electric Stirrer ,Waa Mashiinkii sharaabka ,https://drive.google.com/file/d/1JKPcXVuf6Fyar5AqOPStC-5wSZzHFnP7/view?usp=drivesdk,Mashiin ,Mashiin Sharaab,$25,,,,Hargeisa,call-063:7352173
725,Faysal,147 maktabada Al Iimaan Hargeisa ,koofiyad,koofiyadihii culimada oo kala duwan ,https://drive.google.com/file/d/1OxwpVEJonADakEf3FDlxn0w8jfd1-H7p/view?usp=drivesdk,koofiyad,koofiyad culimo,$8,,,,Hargeisa,call- 512737
726,Faysal,147 maktabada Al Iimaan Hargeisa ,cumaamado,cumaamadihii oo kala duwan ,https://drive.google.com/file/d/1Os4wJ5oKBwK4LEv5NRjod-C9oMXDlN92/view?usp=drivesdk,cumaamad ,cumaamado,$15,,,,Hargeisa,call- 512737
727,Faysal,147 maktabada Al Iimaan Hargeisa ,sijaayad,waa sijaayadihii salaada lagu tukanaayey oo kala duwan ,https://drive.google.com/file/d/1Onai-5YWfRkcQhn6JaEwVtqXQ2fW8yam/view?usp=drivesdk,sijaayad ,sijaayadii salaada,$16,,,,Hargeisa,call- 512737
728,Faysal,147 maktabada Al Iimaan Hargeisa ,Badhan,waa Badhanadii khamiisyada iyo saadhadhka oo kala duwan ,https://drive.google.com/file/d/1Osi-FZEdnq-E7dW2ODvCg_bIhL50Bn6q/view?usp=drivesdk,badhan ,Badhan khamiis ama shaadh,$4,,,,Hargeisa,call- 512737
729,Faysal,148 Haboon Nuura ,Dirac Dumar ,waa Diracyadii dumarka oo kala duwan ,https://drive.google.com/file/d/1R5AEiTVdGEYigY8weA9_Jx1LnoyXMd8j/view?usp=drivesdk,Dirac,Dirac Dumar ,$30,,,,Hargeisa,call-063:4245630
730,Faysal,148 Haboon Nuura ,Boorso ,waa boorsooyin dumar oo xaragada u fiican ,https://drive.google.com/file/d/1Rf6NL48uL_JA6rHZ66VJgzwH6UAeGv15/view?usp=drivesdk,Boorso ,Boorso Dumar ,$40,,,,Hargeisa,call-063:4245630
731,Faysal,148 Haboon Nuura ,kabo ,waa kabihii dumarka oo aad u qurux badan ,https://drive.google.com/file/d/1RKmSu1uEqs6DvpIm_UDX9a1D6ggpWo2p/view?usp=drivesdk,kabo ,kabo Dumar ,$37,,,,Hargeisa,call-063:4245630
732,Faysal,149 Safaana sports ,kubad,waa kubadii cagta oo aad helayso nooc walba ,https://drive.google.com/file/d/1R81NEmksgeZiVNwgQEmgYBCzEZsC1xYx/view?usp=drivesdk,kubad,kubad cag,$12,,,,Hargeisa,call-063:3700044
733,Faysal,149 Safaana sports ,Baskt Ball Dress,waa dirayskii baaskidka oo nooc walba leh,https://drive.google.com/file/d/1R3D9FT--UEzJy3lOQ-yCDCzLolYZ64-5/view?usp=drivesdk,Basketball Dress ,Dirayskii baaskidka,$50,,,,Hargeisa,call-063:3700044
734,Faysal,149 Safaana sports ,sharabaado,waa sharabadadii lagu ciyaarayey kubada ,https://drive.google.com/file/d/1QxgGIaTr18_cBK_aE5I6Lmq4RvlVSZci/view?usp=drivesdk,Adidas ,sharabaado kubad,$4,,,,Hargeisa,call-063:3700044
735,Faysal,149 Safaana sports ,Kabo ,waa kabihii kubada lagu ciyaarayey,https://drive.google.com/file/d/1R13kRiHdktbj3hysJjOB--vwh4o86EdV/view?usp=drivesdk,Adidas ,kabo kubad,$25,,,,Hargeisa,call-063:3700044
736,Faysal,150 Grandee menswear,shaadhadh,shaadhadhkii raga oo kala duwan ,https://drive.google.com/file/d/1R4sFQvMzZMa0C7LZkq7zdB-boO3QAe-l/view?usp=drivesdk,shaadh ,shaadhadh ,$16,,,,Hargeisa,call-063:3403688
737,Faysal,150 Grandee menswear,suit ,waa suudhkii raga oo nooc walba aad helayso,https://drive.google.com/file/d/1R7PyMFPlaZOhUYEAhbSko8-1psPrXtNt/view?usp=drivesdk,suit ,suudh,$135,,,,Hargeisa,call-063:3403688
738,Faysal,150 Grandee menswear,macamuus ,waa macamuusyo aad u qurux badan ,https://drive.google.com/file/d/1QyaKs5jLbtrWhaGDSU76KFnudRFyk4pF/view?usp=drivesdk,macamuus ,macamuus ,$80,,,,Hargeisa,call-063:3403688
739,Faysal,151 Suuqa carab ,Miiska waxbarasho,waa miiskii caruurta ee waxbarashada oo si fudud uu ilmaha yar wax ugu baranaayo,https://drive.google.com/file/d/1Tj_93G-jJcVn0ObGydr_ScrNQYuFv8u2/view?usp=drivesdk,miis,miis iyo kursi waxbarasho caruur,$35,,,,Hargeisa,call-063:6688555
740,Faysal,151 Suuqa carab ,Miiska cunto,waa miiskii caruurta ee cuntada lagu siinaayey,https://drive.google.com/file/d/1Tc_H2svtuEJbDMreEt15ZU6k4xS7oHwu/view?usp=drivesdk,miis,miis iyo kursi cunto caruur,$28,,,,Hargeisa,call-063:6688555
741,Faysal,151 Suuqa carab ,Go Sariir,waa guii sariirta oo ah nooc aanay biyuhu karayn oo celinaya biyaha ,https://drive.google.com/file/d/1TlLUDS45IDbnPaCmcHUjBH7lw4j0rPzH/view?usp=drivesdk,Go,gogashii sariirta,$40,,,,Hargeisa,call-063:6688555
742,Faysal,152 Hayat Electroncs,Air Cooler,waa qaboojiye aad kuu anfacaya ,https://drive.google.com/file/d/1TcLyIwG0aE7AWd3SgoLkDuDMa2MvZLG6/view?usp=drivesdk,slimline,qaboojiye,$130,,,,Hargeisa,call-063:4403641
743,Faysal,152 Hayat Electroncs,Belux,waa shampoogii madaxa lagu meedhanaayey,https://drive.google.com/file/d/1TxZscr470MCLRkDJ4wfpuFXm0zUMnFZP/view?usp=drivesdk,Belux,shampoo ,$5,,,,Hargeisa,call-063:4403641
744,Faysal,152 Hayat Electroncs,Moulinex,waa falaastii shaaxa lagu ka rinaayey,https://drive.google.com/file/d/1TsipvWAoWDCUyBPAdQoFtghgNeLEllcP/view?usp=drivesdk,moulinex,falaas shaah,$20,,,,Hargeisa,call-063:4403641
745,Faysal,153 Inarag,,,,,,,,,,Hargeisa,call -063:3003586
746,Faysal,153 Inarag,,,,,,,,,,Hargeisa,call -063:3003586
747,Faysal,153 Inarag,,,,,,,,,,Hargeisa,call -063:3003586
748,Faysal,154 Hujaale Motors,Noah ,waa gaadhi Noah ah oo ka duwan tii hore oo aad u qurux badan ,https://drive.google.com/file/d/1VXyWeP-cxGNiVkl0kq0PFprIaTGV2jSK/view?usp=drivesdk,TAYOTA ,NOAH,"$6,800",2011,Cars,,Hargeisa,call-063:4942432
749,Faysal,154 Hujaale Motors,,,,,,,,,,Hargeisa,call-063:4942432
750,Faysal,154 Hujaale Motors,,,,,,,,,,Hargeisa,call-063:4942432
751,,,,,,,,,,,,Hargeisa,
752,,,,,,,,,,,,Hargeisa,
753,,,,,,,,,,,,Hargeisa,
754,,,,,,,,,,,,Hargeisa,
755,,,,,,,,,,,,Hargeisa,
756,,,,,,,,,,,,Hargeisa,
757,,,,,,,,,,,,,
758,,,,,,,,,,,,,
759,,,,,,,,,,,,,
760,,,,,,,,,,,,,
761,,,,,,,,,,,,,
762,,,,,,,,,,,,,
763,,,,,,,,,,,,,
764,,,,,,,,,,,,,
765,,,,,,,,,,,,,
766,,,,,,,,,,,,,
767,,,,,,,,,,,,,
768,,,,,,,,,,,,,
769,,,,,,,,,,,,,
770,,,,,,,,,,,,,
771,,,,,,,,,,,,,
772,,,,,,,,,,,,,
773,,,,,,,,,,,,,
774,,,,,,,,,,,,,
775,,,,,,,,,,,,,
776,,,,,,,,,,,,,
777,,,,,,,,,,,,,
778,,,,,,,,,,,,,
779,,,,,,,,,,,,,
780,,,,,,,,,,,,,
781,,,,,,,,,,,,,
782,,,,,,,,,,,,,
783,,,,,,,,,,,,,
784,,,,,,,,,,,,,
785,,,,,,,,,,,,,
786,,,,,,,,,,,,,
787,,,,,,,,,,,,,
788,,,,,,,,,,,,,
789,,,,,,,,,,,,,
790,,,,,,,,,,,,,
791,,,,,,,,,,,,,
792,,,,,,,,,,,,,
793,,,,,,,,,,,,,
794,,,,,,,,,,,,,
795,,,,,,,,,,,,,
796,,,,,,,,,,,,,
797,,,,,,,,,,,,,
798,,,,,,,,,,,,,
799,,,,,,,,,,,,,
800,,,,,,,,,,,,,
801,,,,,,,,,,,,,
802,,,,,,,,,,,,,
803,,,,,,,,,,,,,
804,,,,,,,,,,,,,
805,,,,,,,,,,,,,
806,,,,,,,,,,,,,
807,,,,,,,,,,,,,
808,,,,,,,,,,,,,
809,,,,,,,,,,,,,
810,,,,,,,,,,,,,
811,,,,,,,,,,,,,
812,,,,,,,,,,,,,
813,,,,,,,,,,,,,
814,,,,,,,,,,,,,
815,,,,,,,,,,,,,
816,,,,,,,,,,,,,
817,,,,,,,,,,,,,
818,,,,,,,,,,,,,
819,,,,,,,,,,,,,
820,,,,,,,,,,,,,
821,,,,,,,,,,,,,
822,,,,,,,,,,,,,
823,,,,,,,,,,,,,
824,,,,,,,,,,,,,
825,,,,,,,,,,,,,
826,,,,,,,,,,,,,
827,,,,,,,,,,,,,
828,,,,,,,,,,,,,
829,,,,,,,,,,,,,
830,,,,,,,,,,,,,
831,,,,,,,,,,,,,
832,,,,,,,,,,,,,
833,,,,,,,,,,,,,
834,,,,,,,,,,,,,
835,,,,,,,,,,,,,
836,,,,,,,,,,,,,
837,,,,,,,,,,,,,
838,,,,,,,,,,,,,
839,,,,,,,,,,,,,
840,,,,,,,,,,,,,
841,,,,,,,,,,,,,
842,,,,,,,,,,,,,
843,,,,,,,,,,,,,
844,,,,,,,,,,,,,
845,,,,,,,,,,,,,
846,,,,,,,,,,,,,
847,,,,,,,,,,,,,
848,,,,,,,,,,,,,
849,,,,,,,,,,,,,
850,,,,,,,,,,,,,
851,,,,,,,,,,,,,
852,,,,,,,,,,,,,
853,,,,,,,,,,,,,
854,,,,,,,,,,,,,
855,,,,,,,,,,,,,
856,,,,,,,,,,,,,
857,,,,,,,,,,,,,
858,,,,,,,,,,,,,
859,,,,,,,,,,,,,
860,,,,,,,,,,,,,
861,,,,,,,,,,,,,
862,,,,,,,,,,,,,
863,,,,,,,,,,,,,
864,,,,,,,,,,,,,
865,,,,,,,,,,,,,
866,,,,,,,,,,,,,
867,,,,,,,,,,,,,
868,,,,,,,,,,,,,
869,,,,,,,,,,,,,
870,,,,,,,,,,,,,
871,,,,,,,,,,,,,
872,,,,,,,,,,,,,
873,,,,,,,,,,,,,
874,,,,,,,,,,,,,
875,,,,,,,,,,,,,
876,,,,,,,,,,,,,
877,,,,,,,,,,,,,
878,,,,,,,,,,,,,
879,,,,,,,,,,,,,
880,,,,,,,,,,,,,
881,,,,,,,,,,,,,
882,,,,,,,,,,,,,
883,,,,,,,,,,,,,
884,,,,,,,,,,,,,
885,,,,,,,,,,,,,
886,,,,,,,,,,,,,
887,,,,,,,,,,,,,
888,,,,,,,,,,,,,
889,,,,,,,,,,,,,
890,,,,,,,,,,,,,
891,,,,,,,,,,,,,
892,,,,,,,,,,,,,
893,,,,,,,,,,,,,
894,,,,,,,,,,,,,
895,,,,,,,,,,,,,
896,,,,,,,,,,,,,
897,,,,,,,,,,,,,
898,,,,,,,,,,,,,
899,,,,,,,,,,,,,
900,,,,,,,,,,,,,
901,,,,,,,,,,,,,
902,,,,,,,,,,,,,
903,,,,,,,,,,,,,
904,,,,,,,,,,,,,
905,,,,,,,,,,,,,
906,,,,,,,,,,,,,
907,,,,,,,,,,,,,
908,,,,,,,,,,,,,
909,,,,,,,,,,,,,
910,,,,,,,,,,,,,
911,,,,,,,,,,,,,
912,,,,,,,,,,,,,
913,,,,,,,,,,,,,
914,,,,,,,,,,,,,
915,,,,,,,,,,,,,
916,,,,,,,,,,,,,
917,,,,,,,,,,,,,
918,,,,,,,,,,,,,
919,,,,,,,,,,,,,
920,,,,,,,,,,,,,
921,,,,,,,,,,,,,
922,,,,,,,,,,,,,
923,,,,,,,,,,,,,
924,,,,,,,,,,,,,
925,,,,,,,,,,,,,
926,,,,,,,,,,,,,
927,,,,,,,,,,,,,
928,,,,,,,,,,,,,
929,,,,,,,,,,,,,
930,,,,,,,,,,,,,
931,,,,,,,,,,,,,
932,,,,,,,,,,,,,
933,,,,,,,,,,,,,
934,,,,,,,,,,,,,
935,,,,,,,,,,,,,
936,,,,,,,,,,,,,
937,,,,,,,,,,,,,
938,,,,,,,,,,,,,
939,,,,,,,,,,,,,
940,,,,,,,,,,,,,
941,,,,,,,,,,,,,
942,,,,,,,,,,,,,
943,,,,,,,,,,,,,
944,,,,,,,,,,,,,
945,,,,,,,,,,,,,
946,,,,,,,,,,,,,
947,,,,,,,,,,,,,
948,,,,,,,,,,,,,
949,,,,,,,,,,,,,
950,,,,,,,,,,,,,
951,,,,,,,,,,,,,
952,,,,,,,,,,,,,
953,,,,,,,,,,,,,
954,,,,,,,,,,,,,
955,,,,,,,,,,,,,
956,,,,,,,,,,,,,
957,,,,,,,,,,,,,
958,,,,,,,,,,,,,
959,,,,,,,,,,,,,
960,,,,,,,,,,,,,
961,,,,,,,,,,,,,
962,,,,,,,,,,,,,
963,,,,,,,,,,,,,
964,,,,,,,,,,,,,
965,,,,,,,,,,,,,
966,,,,,,,,,,,,,
967,,,,,,,,,,,,,
968,,,,,,,,,,,,,
969,,,,,,,,,,,,,
970,,,,,,,,,,,,,
971,,,,,,,,,,,,,
972,,,,,,,,,,,,,
973,,,,,,,,,,,,,
974,,,,,,,,,,,,,
975,,,,,,,,,,,,,
976,,,,,,,,,,,,,
977,,,,,,,,,,,,,
978,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
